,District,District Number,TEA District Type,TEA Description,NCES District Type,NCES Description,Charter School (Y/N)
732,MINEOLA ISD,250903,E,Independent Town,32,Town-Distant,N
733,MINERAL WELLS ISD,182903,E,Independent Town,32,Town-Distant,N
734,MISSION CISD,108908,D,Other Central City Suburban,13,City-Small,N
735,MONAHANS-WICKETT-PYOTE ISD,238902,D,Other Central City Suburban,32,Town-Distant,N
736,MONTAGUE ISD,169908,H,Rural,42,Rural-Distant,N
737,MONTE ALTO ISD,108915,G,Non-metropolitan Stable,41,Rural-Fringe,N
738,MONTESSORI FOR ALL,227826,I,Charter Schools,11,City-Large,Y
739,MONTGOMERY ISD,170903,D,Other Central City Suburban,41,Rural-Fringe,N
740,MOODY ISD,161910,H,Rural,42,Rural-Distant,N
741,MORAN ISD,209902,H,Rural,43,Rural-Remote,N
742,MORGAN ISD,18903,H,Rural,43,Rural-Remote,N
743,MORGAN MILL ISD,72910,H,Rural,43,Rural-Remote,N
744,MORTON ISD,40901,H,Rural,43,Rural-Remote,N
745,MOTLEY COUNTY ISD,173901,H,Rural,43,Rural-Remote,N
746,MOULTON ISD,143902,H,Rural,43,Rural-Remote,N
747,MOUNT CALM ISD,109910,H,Rural,42,Rural-Distant,N
748,MOUNT ENTERPRISE ISD,201907,H,Rural,43,Rural-Remote,N
749,MOUNT PLEASANT ISD,225902,E,Independent Town,33,Town-Remote,N
750,MOUNT VERNON ISD,80901,G,Non-metropolitan Stable,33,Town-Remote,N
751,MUENSTER ISD,49902,H,Rural,43,Rural-Remote,N
752,MULESHOE ISD,9901,G,Non-metropolitan Stable,33,Town-Remote,N
753,MULLIN ISD,167902,H,Rural,43,Rural-Remote,N
754,MUMFORD ISD,198906,H,Rural,42,Rural-Distant,N
755,MUNDAY CISD,138903,H,Rural,43,Rural-Remote,N
756,MURCHISON ISD,107908,H,Rural,42,Rural-Distant,N
757,NACOGDOCHES ISD,174904,E,Independent Town,33,Town-Remote,N
758,NATALIA ISD,163903,G,Non-metropolitan Stable,41,Rural-Fringe,N
759,NAVARRO ISD,94903,G,Non-metropolitan Stable,41,Rural-Fringe,N
760,NAVASOTA ISD,93904,D,Other Central City Suburban,32,Town-Distant,N
761,NAZARETH ISD,35903,H,Rural,43,Rural-Remote,N
762,NECHES ISD,1906,H,Rural,42,Rural-Distant,N
763,NEDERLAND ISD,123905,D,Other Central City Suburban,22,Suburb-Midsize,N
764,NEEDVILLE ISD,79906,G,Non-metropolitan Stable,41,Rural-Fringe,N
765,NEW BOSTON ISD,19905,G,Non-metropolitan Stable,32,Town-Distant,N
766,NEW BRAUNFELS ISD,46901,D,Other Central City Suburban,13,City-Small,N
767,NEW CANEY ISD,170908,D,Other Central City Suburban,21,Suburb-Large,N
768,NEW DEAL ISD,152902,H,Rural,41,Rural-Fringe,N
769,NEW DIANA ISD,230906,D,Other Central City Suburban,42,Rural-Distant,N
770,NEW FRONTIERS PUBLIC SCHOOLS INC,15805,I,Charter Schools,11,City-Large,Y
771,NEW HOME ISD,153905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
772,NEW SUMMERFIELD ISD,37908,H,Rural,42,Rural-Distant,N
773,NEW WAVERLY ISD,236901,G,Non-metropolitan Stable,41,Rural-Fringe,N
774,NEWCASTLE ISD,252902,H,Rural,42,Rural-Distant,N
775,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,220817,I,Charter Schools,11,City-Large,Y
776,NEWTON ISD,176902,G,Non-metropolitan Stable,43,Rural-Remote,N
777,NIXON-SMILEY CISD,89903,G,Non-metropolitan Stable,43,Rural-Remote,N
778,NOCONA ISD,169902,H,Rural,33,Town-Remote,N
779,NORDHEIM ISD,62902,H,Rural,43,Rural-Remote,N
780,NORMANGEE ISD,145906,H,Rural,43,Rural-Remote,N
781,NORTH EAST ISD,15910,A,Major Urban,11,City-Large,N
782,NORTH HOPKINS ISD,112906,H,Rural,42,Rural-Distant,N
783,NORTH LAMAR ISD,139911,G,Non-metropolitan Stable,41,Rural-Fringe,N
784,NORTH TEXAS COLLEGIATE ACADEMY,61802,I,Charter Schools,21,Suburb-Large,Y
785,NORTH ZULCH ISD,154903,H,Rural,42,Rural-Distant,N
786,NORTHSIDE ISD,15915,A,Major Urban,11,City-Large,N
787,NORTHSIDE ISD,244905,H,Rural,42,Rural-Distant,N
788,NORTHWEST ISD,61911,D,Other Central City Suburban,41,Rural-Fringe,N
789,NOVA ACADEMY,57809,I,Charter Schools,11,City-Large,Y
790,NOVA ACADEMY SOUTHEAST,57827,I,Charter Schools,11,City-Large,Y
791,NUECES CANYON CISD,69902,H,Rural,43,Rural-Remote,N
792,NURSERY ISD,235904,H,Rural,41,Rural-Fringe,N
793,NYOS CHARTER SCHOOL,227804,I,Charter Schools,11,City-Large,Y
794,O'DONNELL ISD,153903,H,Rural,43,Rural-Remote,N
795,OAKWOOD ISD,145907,H,Rural,43,Rural-Remote,N
796,ODEM-EDROY ISD,205905,H,Rural,31,Town-Fringe,N
797,ODYSSEY ACADEMY INC,84802,I,Charter Schools,31,Town-Fringe,Y
798,OGLESBY ISD,50904,H,Rural,42,Rural-Distant,N
799,OLFEN ISD,200906,H,Rural,42,Rural-Distant,N
800,OLNEY ISD,252903,H,Rural,32,Town-Distant,N
801,OLTON ISD,140905,H,Rural,43,Rural-Remote,N
802,ONALASKA ISD,187910,G,Non-metropolitan Stable,32,Town-Distant,N
803,ORANGE GROVE ISD,125903,G,Non-metropolitan Stable,42,Rural-Distant,N
804,ORANGEFIELD ISD,181905,D,Other Central City Suburban,41,Rural-Fringe,N
805,ORE CITY ISD,230903,H,Rural,42,Rural-Distant,N
806,ORENDA CHARTER SCHOOL,14804,I,Charter Schools,41,Rural-Fringe,Y
807,OVERTON ISD,201908,H,Rural,42,Rural-Distant,N
808,PADUCAH ISD,51901,H,Rural,43,Rural-Remote,N
809,PAINT CREEK ISD,104907,H,Rural,42,Rural-Distant,N
810,PAINT ROCK ISD,48903,H,Rural,43,Rural-Remote,N
811,PALACIOS ISD,158905,G,Non-metropolitan Stable,33,Town-Remote,N
812,PALESTINE ISD,1907,E,Independent Town,32,Town-Distant,N
813,PALMER ISD,70910,D,Other Central City Suburban,41,Rural-Fringe,N
814,PALO PINTO ISD,182906,H,Rural,42,Rural-Distant,N
815,PAMPA ISD,90904,G,Non-metropolitan Stable,33,Town-Remote,N
816,PANHANDLE ISD,33902,H,Rural,42,Rural-Distant,N
817,PANOLA CHARTER SCHOOL,183801,I,Charter Schools,32,Town-Distant,Y
818,PANTHER CREEK CISD,42905,H,Rural,43,Rural-Remote,N
819,PARADISE ISD,249906,G,Non-metropolitan Stable,42,Rural-Distant,N
820,PARIS ISD,139909,E,Independent Town,33,Town-Remote,N
821,PASADENA ISD,101917,B,Major Suburban,21,Suburb-Large,N
822,PATTON SPRINGS ISD,63906,H,Rural,43,Rural-Remote,N
823,PAWNEE ISD,13902,F,Non-metropolitan Fast Growing,43,Rural-Remote,N
824,PEARLAND ISD,20908,B,Major Suburban,21,Suburb-Large,N
825,PEARSALL ISD,82903,G,Non-metropolitan Stable,33,Town-Remote,N
826,PEASTER ISD,184908,D,Other Central City Suburban,42,Rural-Distant,N
827,PECOS-BARSTOW-TOYAH ISD,195901,G,Non-metropolitan Stable,33,Town-Remote,N
828,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,57802,I,Charter Schools,11,City-Large,Y
829,PENELOPE ISD,109914,H,Rural,42,Rural-Distant,N
830,PERRIN-WHITT CISD,119903,H,Rural,43,Rural-Remote,N
831,PERRYTON ISD,179901,G,Non-metropolitan Stable,33,Town-Remote,N
832,PETERSBURG ISD,95904,H,Rural,42,Rural-Distant,N
833,PETROLIA CISD,39903,H,Rural,42,Rural-Distant,N
834,PETTUS ISD,13903,H,Rural,42,Rural-Distant,N
835,PEWITT CISD,172905,H,Rural,42,Rural-Distant,N
836,PFLUGERVILLE ISD,227904,B,Major Suburban,21,Suburb-Large,N
837,PHARR-SAN JUAN-ALAMO ISD,108909,C,Other Central City,21,Suburb-Large,N
838,PILOT POINT ISD,61903,G,Non-metropolitan Stable,31,Town-Fringe,N
839,PINE TREE ISD,92904,D,Other Central City Suburban,13,City-Small,N
840,PINEYWOODS COMMUNITY ACADEMY,3801,I,Charter Schools,33,Town-Remote,Y
841,PIONEER TECHNOLOGY & ARTS ACADEMY,57850,I,Charter Schools,41,Rural-Fringe,Y
842,PITTSBURG ISD,32902,G,Non-metropolitan Stable,32,Town-Distant,N
843,PLAINS ISD,251902,H,Rural,43,Rural-Remote,N
844,PLAINVIEW ISD,95905,E,Independent Town,33,Town-Remote,N
845,PLANO ISD,43910,B,Major Suburban,11,City-Large,N
846,PLEASANT GROVE ISD,19912,G,Non-metropolitan Stable,13,City-Small,N
847,PLEASANTON ISD,7905,E,Independent Town,32,Town-Distant,N
848,PLEMONS-STINNETT-PHILLIPS CISD,117904,H,Rural,42,Rural-Distant,N
849,POINT ISABEL ISD,31909,D,Other Central City Suburban,32,Town-Distant,N
850,PONDER ISD,61906,G,Non-metropolitan Stable,42,Rural-Distant,N
851,POOLVILLE ISD,184901,H,Rural,42,Rural-Distant,N
852,POR VIDA ACADEMY,15801,I,Charter Schools,11,City-Large,Y
853,PORT ARANSAS ISD,178908,H,Rural,42,Rural-Distant,N
854,PORT ARTHUR ISD,123907,D,Other Central City Suburban,13,City-Small,N
855,PORT NECHES-GROVES ISD,123908,D,Other Central City Suburban,22,Suburb-Midsize,N
856,POSITIVE SOLUTIONS CHARTER SCHOOL,15814,I,Charter Schools,11,City-Large,Y
857,POST ISD,85902,H,Rural,32,Town-Distant,N
858,POTEET ISD,7906,G,Non-metropolitan Stable,32,Town-Distant,N
859,POTH ISD,247904,G,Non-metropolitan Stable,42,Rural-Distant,N
860,POTTSBORO ISD,91913,D,Other Central City Suburban,23,Suburb-Small,N
861,PRAIRIE LEA ISD,28906,H,Rural,42,Rural-Distant,N
862,PRAIRIE VALLEY ISD,169909,H,Rural,42,Rural-Distant,N
863,PRAIRILAND ISD,139912,G,Non-metropolitan Stable,42,Rural-Distant,N
864,PRELUDE PREPARATORY CHARTER SCHOOL,15843,I,Charter Schools,11,City-Large,Y
865,PREMIER HIGH SCHOOLS,72801,I,Charter Schools,21,Suburb-Large,Y
866,PREMONT ISD,125905,F,Non-metropolitan Fast Growing,33,Town-Remote,N
867,PRESIDIO ISD,189902,G,Non-metropolitan Stable,33,Town-Remote,N
868,PRIDDY ISD,167904,H,Rural,43,Rural-Remote,N
869,PRINCETON ISD,43911,F,Non-metropolitan Fast Growing,22,Suburb-Midsize,N
870,PRINGLE-MORSE CISD,98903,H,Rural,43,Rural-Remote,N
871,PRIORITY CHARTER SCHOOLS,14803,I,Charter Schools,41,Rural-Fringe,Y
872,PROGRESO ISD,108910,G,Non-metropolitan Stable,21,Suburb-Large,N
873,PROMESA ACADEMY CHARTER SCHOOL,15839,I,Charter Schools,11,City-Large,Y
874,PROMISE COMMUNITY SCHOOL,101853,I,Charter Schools,11,City-Large,Y
875,PROSPER ISD,43912,D,Other Central City Suburban,41,Rural-Fringe,N
876,QUANAH ISD,99903,H,Rural,43,Rural-Remote,N
877,QUEEN CITY ISD,34907,G,Non-metropolitan Stable,32,Town-Distant,N
878,QUINLAN ISD,116908,D,Other Central City Suburban,41,Rural-Fringe,N
879,QUITMAN ISD,250904,E,Independent Town,32,Town-Distant,N
880,RAINS ISD,190903,G,Non-metropolitan Stable,42,Rural-Distant,N
881,RALLS ISD,54903,H,Rural,42,Rural-Distant,N
882,RAMIREZ CSD,66005,H,Rural,43,Rural-Remote,N
883,RANCH ACADEMY,234801,I,Charter Schools,42,Rural-Distant,Y
884,RANDOLPH FIELD ISD,15906,D,Other Central City Suburban,41,Rural-Fringe,N
885,RANGER ISD,67907,H,Rural,43,Rural-Remote,N
886,RANKIN ISD,231902,H,Rural,43,Rural-Remote,N
887,RAPOPORT ACADEMY PUBLIC SCHOOL,161802,I,Charter Schools,12,City-Midsize,Y
888,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,101806,I,Charter Schools,11,City-Large,Y
889,RAVEN SCHOOL,236801,I,Charter Schools,42,Rural-Distant,Y
890,RAYMONDVILLE ISD,245903,D,Other Central City Suburban,32,Town-Distant,N
891,REAGAN COUNTY ISD,192901,H,Rural,33,Town-Remote,N
892,RED LICK ISD,19911,H,Rural,23,Suburb-Small,N
893,RED OAK ISD,70911,D,Other Central City Suburban,21,Suburb-Large,N
894,REDWATER ISD,19906,G,Non-metropolitan Stable,42,Rural-Distant,N
895,REFUGIO ISD,196903,H,Rural,32,Town-Distant,N
896,REVE PREPARATORY CHARTER SCHOOL,101876,I,Charter Schools,11,City-Large,Y
897,RICARDO ISD,137902,H,Rural,42,Rural-Distant,N
898,RICE CISD,45903,G,Non-metropolitan Stable,42,Rural-Distant,N
899,RICE ISD,175911,G,Non-metropolitan Stable,42,Rural-Distant,N
900,RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN,14801,I,Charter Schools,12,City-Midsize,Y
901,RICHARDS ISD,93905,H,Rural,42,Rural-Distant,N
902,RICHARDSON ISD,57916,B,Major Suburban,11,City-Large,N
903,RICHLAND COLLEGIATE HIGH SCHOOL,57840,I,Charter Schools,11,City-Large,Y
904,RICHLAND SPRINGS ISD,206902,H,Rural,43,Rural-Remote,N
905,RIESEL ISD,161912,H,Rural,42,Rural-Distant,N
906,RIO GRANDE CITY GRULLA ISD,214901,D,Other Central City Suburban,41,Rural-Fringe,N
907,RIO HONDO ISD,31911,G,Non-metropolitan Stable,41,Rural-Fringe,N
908,RIO VISTA ISD,126907,H,Rural,42,Rural-Distant,N
909,RISE ACADEMY,152802,I,Charter Schools,11,City-Large,Y
910,RISING STAR ISD,67908,H,Rural,43,Rural-Remote,N
911,RIVER ROAD ISD,188902,D,Other Central City Suburban,22,Suburb-Midsize,N
912,RIVERCREST ISD,194903,H,Rural,43,Rural-Remote,N
913,RIVIERA ISD,137903,H,Rural,43,Rural-Remote,N
914,ROBERT LEE ISD,41902,H,Rural,42,Rural-Distant,N
915,ROBINSON ISD,161922,D,Other Central City Suburban,22,Suburb-Midsize,N
916,ROBSTOWN ISD,178909,G,Non-metropolitan Stable,31,Town-Fringe,N
917,ROBY CISD,76903,H,Rural,43,Rural-Remote,N
918,ROCHELLE ISD,160904,H,Rural,42,Rural-Distant,N
919,ROCKDALE ISD,166904,E,Independent Town,32,Town-Distant,N
920,ROCKETSHIP PUBLIC SCHOOLS,220820,,,11,City-Large,Y
921,ROCKSPRINGS ISD,69901,H,Rural,43,Rural-Remote,N
922,ROCKWALL ISD,199901,C,Other Central City,21,Suburb-Large,N
923,ROGERS ISD,14907,G,Non-metropolitan Stable,42,Rural-Distant,N
924,ROMA ISD,214903,G,Non-metropolitan Stable,41,Rural-Fringe,N
925,ROOSEVELT ISD,152908,D,Other Central City Suburban,42,Rural-Distant,N
926,ROPES ISD,110905,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
927,ROSCOE COLLEGIATE ISD,177901,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
928,ROSEBUD-LOTT ISD,73905,H,Rural,42,Rural-Distant,N
929,ROTAN ISD,76904,H,Rural,43,Rural-Remote,N
930,ROUND ROCK ISD,246909,B,Major Suburban,12,City-Midsize,N
931,ROUND TOP-CARMINE ISD,75908,H,Rural,43,Rural-Remote,N
932,ROYAL ISD,237905,G,Non-metropolitan Stable,41,Rural-Fringe,N
933,ROYAL PUBLIC SCHOOLS,15842,I,Charter Schools,11,City-Large,Y
934,ROYSE CITY ISD,199902,D,Other Central City Suburban,41,Rural-Fringe,N
935,RULE ISD,104903,H,Rural,42,Rural-Distant,N
936,RUNGE ISD,128903,H,Rural,42,Rural-Distant,N
937,RUSK ISD,37907,G,Non-metropolitan Stable,41,Rural-Fringe,N
938,S AND S CISD,91914,D,Other Central City Suburban,41,Rural-Fringe,N
939,SABINAL ISD,232902,H,Rural,43,Rural-Remote,N
940,SABINE ISD,92906,D,Other Central City Suburban,41,Rural-Fringe,N
941,SABINE PASS ISD,123913,H,Rural,42,Rural-Distant,N
942,SAINT JO ISD,169911,H,Rural,43,Rural-Remote,N
943,SALADO ISD,14908,D,Other Central City Suburban,42,Rural-Distant,N
944,SALTILLO ISD,112909,H,Rural,42,Rural-Distant,N
945,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,236802,I,Charter Schools,21,Suburb-Large,Y
946,SAM RAYBURN ISD,74917,H,Rural,42,Rural-Distant,N
947,SAN ANGELO ISD,226903,C,Other Central City,13,City-Small,N
948,SAN ANTONIO ISD,15907,A,Major Urban,11,City-Large,N
949,SAN ANTONIO PREPARATORY SCHOOLS,15840,I,Charter Schools,11,City-Large,Y
950,SAN AUGUSTINE ISD,203901,H,Rural,43,Rural-Remote,N
951,SAN BENITO CISD,31912,D,Other Central City Suburban,22,Suburb-Midsize,N
952,SAN DIEGO ISD,66902,G,Non-metropolitan Stable,32,Town-Distant,N
953,SAN ELIZARIO ISD,71904,B,Major Suburban,21,Suburb-Large,N
954,SAN FELIPE-DEL RIO CISD,233901,E,Independent Town,33,Town-Remote,N
955,SAN ISIDRO ISD,214902,H,Rural,42,Rural-Distant,N
956,SAN MARCOS CISD,105902,D,Other Central City Suburban,13,City-Small,N
957,SAN PERLITA ISD,245904,H,Rural,42,Rural-Distant,N
958,SAN SABA ISD,206901,H,Rural,33,Town-Remote,N
959,SAN VICENTE ISD,22903,H,Rural,43,Rural-Remote,N
960,SANDS CISD,58909,H,Rural,43,Rural-Remote,N
961,SANFORD-FRITCH ISD,117903,H,Rural,32,Town-Distant,N
962,SANGER ISD,61908,G,Non-metropolitan Stable,41,Rural-Fringe,N
963,SANTA ANNA ISD,42903,H,Rural,42,Rural-Distant,N
964,SANTA FE ISD,84909,D,Other Central City Suburban,22,Suburb-Midsize,N
965,SANTA GERTRUDIS ISD,137904,H,Rural,32,Town-Distant,N
966,SANTA MARIA ISD,31913,H,Rural,41,Rural-Fringe,N
967,SANTA ROSA ISD,31914,H,Rural,22,Suburb-Midsize,N
968,SANTO ISD,182904,H,Rural,43,Rural-Remote,N
969,SAVOY ISD,74911,H,Rural,42,Rural-Distant,N
970,SCHERTZ-CIBOLO-U CITY ISD,94902,C,Other Central City,21,Suburb-Large,N
971,SCHLEICHER ISD,207901,H,Rural,43,Rural-Remote,N
972,SCHOOL OF SCIENCE AND TECHNOLOGY,15827,I,Charter Schools,11,City-Large,Y
973,SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,15831,I,Charter Schools,41,Rural-Fringe,Y
974,SCHULENBURG ISD,75903,H,Rural,33,Town-Remote,N
975,SCURRY-ROSSER ISD,129910,G,Non-metropolitan Stable,42,Rural-Distant,N
976,SEAGRAVES ISD,83901,H,Rural,43,Rural-Remote,N
977,SEALY ISD,8902,E,Independent Town,41,Rural-Fringe,N
978,SEASHORE CHARTER SCHOOLS,178808,I,Charter Schools,11,City-Large,Y
979,SEGUIN ISD,94901,D,Other Central City Suburban,31,Town-Fringe,N
980,SEMINOLE ISD,83903,G,Non-metropolitan Stable,33,Town-Remote,N
981,SER-NINOS CHARTER SCHOOL,101802,I,Charter Schools,11,City-Large,Y
982,SEYMOUR ISD,12901,H,Rural,43,Rural-Remote,N
983,SHALLOWATER ISD,152909,D,Other Central City Suburban,31,Town-Fringe,N
984,SHAMROCK ISD,242902,H,Rural,43,Rural-Remote,N
985,SHARYLAND ISD,108911,D,Other Central City Suburban,13,City-Small,N
986,SHELBYVILLE ISD,210903,H,Rural,42,Rural-Distant,N
987,SHELDON ISD,101924,B,Major Suburban,21,Suburb-Large,N
988,SHEPHERD ISD,204904,D,Other Central City Suburban,42,Rural-Distant,N
989,SHERMAN ISD,91906,C,Other Central City,13,City-Small,N
990,SHINER ISD,143903,H,Rural,42,Rural-Distant,N
991,SIDNEY ISD,47905,H,Rural,42,Rural-Distant,N
992,SIERRA BLANCA ISD,115902,H,Rural,43,Rural-Remote,N
993,SILSBEE ISD,100904,G,Non-metropolitan Stable,31,Town-Fringe,N
994,SILVERTON ISD,23902,H,Rural,43,Rural-Remote,N
995,SIMMS ISD,19909,H,Rural,42,Rural-Distant,N
996,SINTON ISD,205906,G,Non-metropolitan Stable,32,Town-Distant,N
997,SIVELLS BEND ISD,49909,H,Rural,43,Rural-Remote,N
998,SKIDMORE-TYNAN ISD,13905,H,Rural,42,Rural-Distant,N
999,SLATON ISD,152903,G,Non-metropolitan Stable,31,Town-Fringe,N
1000,SLIDELL ISD,249908,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1001,SLOCUM ISD,1909,H,Rural,43,Rural-Remote,N
1002,SMITHVILLE ISD,11904,D,Other Central City Suburban,41,Rural-Fringe,N
1003,SMYER ISD,110906,H,Rural,42,Rural-Distant,N
1004,SNOOK ISD,26903,H,Rural,42,Rural-Distant,N
1005,SNYDER ISD,208902,G,Non-metropolitan Stable,33,Town-Remote,N
1006,SOCORRO ISD,71909,A,Major Urban,11,City-Large,N
1007,SOMERSET ISD,15909,G,Non-metropolitan Stable,41,Rural-Fringe,N
1008,SOMERVILLE ISD,26902,H,Rural,42,Rural-Distant,N
1009,SONORA ISD,218901,H,Rural,33,Town-Remote,N
1010,SOUTH SAN ANTONIO ISD,15908,B,Major Suburban,11,City-Large,N
1011,SOUTH TEXAS ISD,31916,G,Non-metropolitan Stable,41,Rural-Fringe,N
1012,SOUTHLAND ISD,85903,H,Rural,42,Rural-Distant,N
1013,SOUTHSIDE ISD,15917,B,Major Suburban,41,Rural-Fringe,N
1014,SOUTHWEST ISD,15912,B,Major Suburban,41,Rural-Fringe,N
1015,SOUTHWEST PREPARATORY SCHOOL,15807,I,Charter Schools,11,City-Large,Y
1016,SOUTHWEST SCHOOL,101838,I,Charter Schools,11,City-Large,Y
1017,SPEARMAN ISD,98904,H,Rural,33,Town-Remote,N
1018,SPLENDORA ISD,170907,D,Other Central City Suburban,41,Rural-Fringe,N
1019,SPRING BRANCH ISD,101920,B,Major Suburban,11,City-Large,N
1020,SPRING CREEK ISD,117907,H,Rural,42,Rural-Distant,N
1021,SPRING HILL ISD,92907,D,Other Central City Suburban,13,City-Small,N
1022,SPRING ISD,101919,B,Major Suburban,21,Suburb-Large,N
1023,SPRINGLAKE-EARTH ISD,140907,H,Rural,43,Rural-Remote,N
1024,SPRINGTOWN ISD,184902,D,Other Central City Suburban,31,Town-Fringe,N
1025,SPUR ISD,63903,H,Rural,43,Rural-Remote,N
1026,SPURGER ISD,229905,H,Rural,43,Rural-Remote,N
1027,ST ANTHONY SCHOOL,57836,I,Charter Schools,11,City-Large,Y
1028,ST MARY'S ACADEMY CHARTER SCHOOL,13801,I,Charter Schools,32,Town-Distant,Y
1029,STAFFORD MSD,79910,G,Non-metropolitan Stable,21,Suburb-Large,N
1030,STAMFORD ISD,127906,H,Rural,32,Town-Distant,N
1031,STANTON ISD,156902,D,Other Central City Suburban,42,Rural-Distant,N
1032,STEP CHARTER SCHOOL,101859,I,Charter Schools,11,City-Large,Y
1033,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,174801,I,Charter Schools,33,Town-Remote,Y
1034,STEPHENVILLE ISD,72903,E,Independent Town,33,Town-Remote,N
1035,STERLING CITY ISD,216901,H,Rural,43,Rural-Remote,N
1036,STOCKDALE ISD,247906,H,Rural,42,Rural-Distant,N
1037,STRATFORD ISD,211902,H,Rural,43,Rural-Remote,N
1038,STRAWN ISD,182905,H,Rural,43,Rural-Remote,N
1039,SUDAN ISD,140908,H,Rural,43,Rural-Remote,N
1040,SULPHUR BLUFF ISD,112910,H,Rural,43,Rural-Remote,N
1041,SULPHUR SPRINGS ISD,112901,E,Independent Town,33,Town-Remote,N
1042,SUNDOWN ISD,110907,H,Rural,42,Rural-Distant,N
1043,SUNNYVALE ISD,57919,D,Other Central City Suburban,41,Rural-Fringe,N
1044,SUNRAY COLLEGIATE ISD,171902,H,Rural,42,Rural-Distant,N
1045,SWEENY ISD,20906,G,Non-metropolitan Stable,32,Town-Distant,N
1046,SWEET HOME ISD,143905,H,Rural,42,Rural-Distant,N
1047,SWEETWATER ISD,177902,G,Non-metropolitan Stable,32,Town-Distant,N
1048,TAFT ISD,205907,G,Non-metropolitan Stable,31,Town-Fringe,N
1049,TAHOKA ISD,153904,H,Rural,32,Town-Distant,N
1050,TARKINGTON ISD,146907,D,Other Central City Suburban,42,Rural-Distant,N
1051,TATUM ISD,201910,D,Other Central City Suburban,42,Rural-Distant,N
1052,TAYLOR ISD,246911,G,Non-metropolitan Stable,31,Town-Fringe,N
1053,TEAGUE ISD,81904,G,Non-metropolitan Stable,33,Town-Remote,N
1054,TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,123803,I,Charter Schools,13,City-Small,Y
1055,TEMPLE ISD,14909,D,Other Central City Suburban,13,City-Small,N
1056,TENAHA ISD,210904,H,Rural,42,Rural-Distant,N
1057,TERLINGUA CSD,22004,H,Rural,43,Rural-Remote,N
1058,TERRELL COUNTY ISD,222901,H,Rural,43,Rural-Remote,N
1059,TERRELL ISD,129906,D,Other Central City Suburban,32,Town-Distant,N
1060,TEXANS CAN ACADEMIES,57804,I,Charter Schools,11,City-Large,Y
1061,TEXARKANA ISD,19907,E,Independent Town,13,City-Small,N
1062,TEXAS CITY ISD,84906,D,Other Central City Suburban,22,Suburb-Midsize,N
1063,TEXAS COLLEGE PREPARATORY ACADEMIES,221801,I,Charter Schools,21,Suburb-Large,Y
1064,TEXAS EMPOWERMENT ACADEMY,227805,I,Charter Schools,11,City-Large,Y
1065,TEXAS JUVENILE JUSTICE DEPARTMENT,227622,,,33,Town-Remote,N
1066,TEXAS LEADERSHIP PUBLIC SCHOOLS,226801,I,Charter Schools,13,City-Small,Y
1067,TEXAS PREPARATORY SCHOOL,105802,I,Charter Schools,13,City-Small,Y
1068,TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED,227905,,,11,City-Large,N
1069,TEXAS SCH FOR THE DEAF,227906,,,11,City-Large,N
1070,TEXAS SCHOOL OF THE ARTS,220814,I,Charter Schools,21,Suburb-Large,Y
1071,TEXAS SERENITY ACADEMY,170801,I,Charter Schools,21,Suburb-Large,Y
1072,TEXAS TECH UNIVERSITY K-12,152504,D,Other Central City Suburban,11,City-Large,N
1073,TEXHOMA ISD,211901,H,Rural,43,Rural-Remote,N
1074,TEXLINE ISD,56902,H,Rural,43,Rural-Remote,N
1075,THE EXCEL CENTER - FOR ADULTS,227827,I,Charter Schools,11,City-Large,Y
1076,THE GATHERING PLACE,15841,I,Charter Schools,11,City-Large,Y
1077,THE LAWSON ACADEMY,101864,I,Charter Schools,11,City-Large,Y
1078,THE PRO-VISION ACADEMY,101868,I,Charter Schools,11,City-Large,Y
1079,THE RHODES SCHOOL FOR PERFORMING ARTS,101861,I,Charter Schools,21,Suburb-Large,Y
1080,THE VARNETT PUBLIC SCHOOL,101814,I,Charter Schools,11,City-Large,Y
1081,THORNDALE ISD,166905,H,Rural,42,Rural-Distant,N
1082,THRALL ISD,246912,H,Rural,42,Rural-Distant,N
1083,THREE RIVERS ISD,149902,H,Rural,43,Rural-Remote,N
1084,THREE WAY ISD,72901,H,Rural,42,Rural-Distant,N
1085,THRIVE CENTER FOR SUCCESS,170802,,,22,Suburb-Midsize,Y
1086,THROCKMORTON COLLEGIATE ISD,224901,H,Rural,43,Rural-Remote,N
1087,TIDEHAVEN ISD,158902,G,Non-metropolitan Stable,42,Rural-Distant,N
1088,TIMPSON ISD,210905,H,Rural,43,Rural-Remote,N
1089,TIOGA ISD,91907,F,Non-metropolitan Fast Growing,42,Rural-Distant,N
1090,TOLAR ISD,111903,H,Rural,42,Rural-Distant,N
